sn_in_category,test_name,test_category,category_section,price_outsourced,price_walkin,price_hospital,test_key
7,VON WILEBRAND FACTOR,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 570,000","₦ 570,000",N/A,coagulation_haematology__von_wilebrand_factor
8,HOMOCYSTINE PLASMA,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 28,000","₦ 28,000","₦12,000",coagulation_haematology__homocystine_plasma
9,FACTOR V LEYDEN,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 180,000","₦ 180,000","₦49,000",coagulation_haematology__factor_v_leyden
10,ANTITHROMBIN 111,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,N/A,N/A,"₦72,000",coagulation_haematology__antithrombin_111
11,Protein C ACTIVITY,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 130,000","₦ 130,000","₦82,000",coagulation_haematology__protein_c_activity
12,Protein S,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 120,000","₦ 120,000","₦50,000",coagulation_haematology__protein_s
13,FACTOR II DEFICIENT PLASMA,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,N/A,N/A,N/A,coagulation_haematology__factor_ii_deficient_plasma
14,FACTOR VII DEFICIENT PLASMA,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,N/A,N/A,N/A,coagulation_haematology__factor_vii_deficient_plasma
15,FACTOR IX,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 125,000","₦ 125,000",N/A,coagulation_haematology__factor_ix
16,FACTOR XI,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 125,000","₦ 125,000",N/A,coagulation_haematology__factor_xi
17,FACTOR XII,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 125,000","₦ 125,000",N/A,coagulation_haematology__factor_xii
18,ACTIVATED PROTEIN C RESISTANCE,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,N/A,N/A,"₦46,000",coagulation_haematology__activated_protein_c_resistance
19,THROMBIN,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 6,000","₦ 6,000",N/A,coagulation_haematology__thrombin
20,HEPARIN,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,N/A,N/A,N/A,coagulation_haematology__heparin
21,FACTOR V111,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 125,000","₦ 125,000",N/A,coagulation_haematology__factor_v111
22,FACTOR X111,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,"₦ 162,000","₦ 162,000",N/A,coagulation_haematology__factor_x111
23,FACTOR X1 DEFICIENT PLASMA,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,N/A,N/A,N/A,coagulation_haematology__factor_x1_deficient_plasma
24,FACTOR X11 DEFICIENT PLASMA,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,N/A,N/A,N/A,coagulation_haematology__factor_x11_deficient_plasma
25,PLASMINOGEN,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,N/A,N/A,N/A,coagulation_haematology__plasminogen
26,Adenosine diphosphate,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,N/A,N/A,N/A,coagulation_haematology__adenosine_diphosphate
27,AGRENAM,COAGULATION (HAEMATOLOGY),HAEMATOLOGY,N/A,N/A,N/A,coagulation_haematology__agrenam
1,PORPHYRIA SCREEN,METABOLIC / GENETIC DISORDER,,"₦ 30,000","₦ 30,000","₦12,960",metabolic_genetic_disorder__porphyria_screen
2,PORPHYRIA VARIEGATA PCR (R59W),METABOLIC / GENETIC DISORDER,,"₦ 142,500","₦ 142,500","₦114,000",metabolic_genetic_disorder__porphyria_variegata_pcr_r59w
3,CYSTIC FIBROSIS PCR (Df508),METABOLIC / GENETIC DISORDER,,"₦ 110,000","₦ 110,000","₦75,000",metabolic_genetic_disorder__cystic_fibrosis_pcr_df508
4,SEROTONIN,METABOLIC / GENETIC DISORDER,,"₦ 60,000","₦ 60,000","₦60,000",metabolic_genetic_disorder__serotonin
5,CYSTIC FIBROSIS PCR FULL GENE (Screen for 36 mutations),METABOLIC / GENETIC DISORDER,,"₦ 650,000","₦ 650,000",N/A,metabolic_genetic_disorder__cystic_fibrosis_pcr_full_gene_screen_for_36_mutations
1,OCCULT BLOOD (faeces),TUMOR MARKERS,,"₦ 7,000","₦ 7,000","₦3,500",tumor_markers__occult_blood_faeces
2,B2 - MICROGLOBULIN,TUMOR MARKERS,,"₦ 30,000","₦ 30,000","₦25,000",tumor_markers__b2_microglobulin
3,AFP SERUM (Alpha feto protein),TUMOR MARKERS,,"₦ 15,000","₦ 15,000","₦7,000",tumor_markers__afp_serum_alpha_feto_protein
4,PROT ELECTROPH(Myeloma),TUMOR MARKERS,,"₦ 20,000","₦ 20,000","₦7,500",tumor_markers__prot_electroph_myeloma
5,TOTAL PSA( Quantitative),TUMOR MARKERS,,"₦ 12,000","₦ 12,000","₦8,000",tumor_markers__total_psa_quantitative
6,"CEA (G.I.T., Lung, Breast)",TUMOR MARKERS,,"₦ 20,000","₦ 20,000","₦8,000",tumor_markers__cea_g_i_t_lung_breast
7,"CA 19-9 (G.I.T, Pancrese)",TUMOR MARKERS,,"₦ 20,000","₦ 20,000","₦15,000",tumor_markers__ca_19_9_g_i_t_pancrese
8,CA 125(Ovary),TUMOR MARKERS,,"₦ 20,000","₦ 20,000","₦15,000",tumor_markers__ca_125_ovary
9,CA 15-3(Breast),TUMOR MARKERS,,"₦ 20,000","₦ 20,000","₦15,000",tumor_markers__ca_15_3_breast
10,URINE PROTEIN ELECTROPHORESIS(BENCE-JONES PROTEIN),TUMOR MARKERS,,"₦ 37,000","₦ 37,000","₦20,000",tumor_markers__urine_protein_electrophoresis_bence_jones_protein
11,ACID PHOSPHATASE(Total),TUMOR MARKERS,,"₦ 6,000","₦ 6,000","₦6,000",tumor_markers__acid_phosphatase_total
12,CA 125,TUMOR MARKERS,,"₦ 20,000","₦ 20,000","₦10,000",tumor_markers__ca_125
13,PSA QUANTITATIVE,TUMOR MARKERS,,"₦ 9,000","₦ 9,000","₦7,000",tumor_markers__psa_quantitative
14,CA 27-29,TUMOR MARKERS,,"₦ 320,000","₦ 320,000","₦15,000",tumor_markers__ca_27_29
15,AFP (Aminotic fluid),TUMOR MARKERS,,"₦ 9,600","₦ 9,600",N/A,tumor_markers__afp_aminotic_fluid
16,CA 27-29 + CA 15-3(breast cancer markers panel),TUMOR MARKERS,,N/A,N/A,"₦25,000",tumor_markers__ca_27_29_ca_15_3_breast_cancer_markers_panel
17,CHROMOGRANIN A,TUMOR MARKERS,,N/A,N/A,"₦130,000",tumor_markers__chromogranin_a
18,AFP URINE,TUMOR MARKERS,,"₦ 9,600","₦ 9,600","₦7,000",tumor_markers__afp_urine
19,PSA FREE + RATIO,TUMOR MARKERS,,"₦ 20,000","₦ 20,000","₦20,000",tumor_markers__psa_free_ratio
20,MUSCLE SPECIFIC ACTIN(MSA),TUMOR MARKERS,,N/A,N/A,N/A,tumor_markers__muscle_specific_actin_msa
21,NEUROFILAMENT,TUMOR MARKERS,,N/A,N/A,N/A,tumor_markers__neurofilament
22,S100,TUMOR MARKERS,,N/A,N/A,N/A,tumor_markers__s100
23,SMOOTH MUSCLE ACTIN,TUMOR MARKERS,,N/A,N/A,N/A,tumor_markers__smooth_muscle_actin
24,SYNAPTOPHYSIN,TUMOR MARKERS,,N/A,N/A,N/A,tumor_markers__synaptophysin
25,THYROGLOBULIN(TG),TUMOR MARKERS,,"₦ 69,000","₦ 69,000",N/A,tumor_markers__thyroglobulin_tg
26,VIMENTIN,TUMOR MARKERS,,N/A,N/A,"₦39,000",tumor_markers__vimentin
27,B - HCG(CSF),TUMOR MARKERS,,"₦ 12,000","₦ 12,000","₦8,000",tumor_markers__b_hcg_csf
28,AFP CSF(ALPHA FETO PROTEIN),TUMOR MARKERS,,"₦ 15,000","₦ 15,000","₦8,000",tumor_markers__afp_csf_alpha_feto_protein
29,FREE PSA.,TUMOR MARKERS,,"₦ 20,000","₦ 20,000","₦10,000",tumor_markers__free_psa
30,TOTAL PSA(QUALITATIVE),TUMOR MARKERS,,"₦ 12,000","₦ 12,000","₦8,000",tumor_markers__total_psa_qualitative
31,VANILMADELIC ACID (VMA) 24HRS URINE,TUMOR MARKERS,,"₦ 160,000","₦ 155,000","₦155,000",tumor_markers__vanilmadelic_acid_vma_24hrs_urine
1,KARYOTYPE (Includes sectional Y/Q deletions),GENETICS,,"₦ 125,000","₦ 125,000","₦100,000",genetics__karyotype_includes_sectional_y_q_deletions
2,CELL CULTURE-BLOOD,GENETICS,,N/A,N/A,N/A,genetics__cell_culture_blood
3,CYTOGENETIC ANALYSIS,GENETICS,,N/A,N/A,N/A,genetics__cytogenetic_analysis
4,GLUCOSE 6 PHOSPHATE DEFICIENCY,GENETICS,,"₦ 18,000","₦ 18,000","₦12,000",genetics__glucose_6_phosphate_deficiency
5,PATERNITY X3,GENETICS,,"₦ 390,000","₦ 390,000","₦350,000",genetics__paternity_x3
6,PATERNITY X2,GENETICS,,"₦ 500,000","₦ 500,000","₦500,000",genetics__paternity_x2
7,KARYOTYPING(NEONATAL NEWBORN TO ONE MONTH OLD CHILD),GENETICS,,"₦ 75,000","₦ 75,000","₦60,000",genetics__karyotyping_neonatal_newborn_to_one_month_old_child
8,KARYOTYPING(BLOOD LYMPHO CULTURE),GENETICS,,"₦ 81,300","₦ 81,300","₦65,000",genetics__karyotyping_blood_lympho_culture
9,KARYOTYPING(PRODUCT OF CONCEPTION),GENETICS,,"₦ 100,000","₦ 100,000","₦80,000",genetics__karyotyping_product_of_conception
10,KARYOTYPING(CHROMOSOME ANALYSIS IN HAEMATOLOGICAL DISORDERS),GENETICS,,"₦ 115,000","₦ 115,000","₦92,000",genetics__karyotyping_chromosome_analysis_in_haematological_disorders
11,ORGANIC ACID TEST,GENETICS,,"₦ 137,500","₦ 137,500","₦110,000",genetics__organic_acid_test
12,Parternity Test X 1,GENETICS,,"₦ 350,000","₦ 350,000",N/A,genetics__parternity_test_x_1
13,NIPS,GENETICS,,"₦ 247,000","₦ 247,000","₦247,000",genetics__nips
14,CYTOGENETICS:DEL 13q,GENETICS,,"₦ 63,000","₦ 63,000","₦63,000",genetics__cytogenetics_del_13q
15,CYTOGENETICS: Fancorni Anaemia,GENETICS,,"₦ 65,000","₦ 65,000","₦65,000",genetics__cytogenetics_fancorni_anaemia
16,CYTOGENETICS: Fragile chromosome Analysis,GENETICS,,"₦ 75,000","₦ 75,000","₦75,000",genetics__cytogenetics_fragile_chromosome_analysis
17,CYTOGENETICS: 13q,GENETICS,,"₦ 63,000","₦ 63,000","₦63,000",genetics__cytogenetics_13q
18,CYTOGENETICS: HER2/neu,GENETICS,,"₦ 87,500","₦ 87,500","₦87,500",genetics__cytogenetics_her2_neu
19,CYTOGENETICS: INV(16),GENETICS,,"₦ 63,000","₦ 63,000","₦63,000",genetics__cytogenetics_inv_16
20,CYTOGENETICS: MDS PANEL,GENETICS,,"₦ 98,000","₦ 98,000","₦98,000",genetics__cytogenetics_mds_panel
21,CYTOGENETICS: MLL 11q Rearrangement,GENETICS,,"₦ 59,300","₦ 59,300","₦59,300",genetics__cytogenetics_mll_11q_rearrangement
22,CYTOGENETICS: Neonatal Karyotyping (Newborn to one month old child),GENETICS,,"₦ 52,500","₦ 52,500","₦52,500",genetics__cytogenetics_neonatal_karyotyping_newborn_to_one_month_old_child
23,CYTOGENETICS: PML RaRa t(T5:17),GENETICS,,"₦ 63,000","₦ 63,000","₦63,000",genetics__cytogenetics_pml_rara_t_t5_17
24,CYTOGENETICS: Prenatal Ammiotic fluid Fish,GENETICS,,"₦ 109,000","₦ 109,000","₦109,000",genetics__cytogenetics_prenatal_ammiotic_fluid_fish
25,CYTOGENETICS: Prenatal Ammiotic fluid karyotyping,GENETICS,,"₦ 115,400","₦ 115,400","₦115,400",genetics__cytogenetics_prenatal_ammiotic_fluid_karyotyping
26,CYTOGENETICS: Prenatal Ammiotic fluid karyotyping + fish,GENETICS,,"₦ 162,800","₦ 162,800","₦162,800",genetics__cytogenetics_prenatal_ammiotic_fluid_karyotyping_fish
27,CYTOGENETICS: Prenatal chorionic virus biopsy karyotyping + FISH (Need to ask the dept for medium),GENETICS,,"₦ 169,600","₦ 169,600","₦169,600",genetics__cytogenetics_prenatal_chorionic_virus_biopsy_karyotyping_fish_need_to_ask_the_dept_for_medium
28,CYTOGENETICS: Prenatal fetal cord blood Fish,GENETICS,,N/A,N/A,N/A,genetics__cytogenetics_prenatal_fetal_cord_blood_fish
29,CYTOGENETICS: Prenatal fetal cord blood karyotyping,GENETICS,,"₦ 74,200","₦ 74,200","₦74,200",genetics__cytogenetics_prenatal_fetal_cord_blood_karyotyping
30,CYTOGENETICS: Prenatal fetal cord blood karyotyping + fish,GENETICS,,"₦ 105,000","₦ 105,000","₦105,000",genetics__cytogenetics_prenatal_fetal_cord_blood_karyotyping_fish
31,CYTOGENETICS: Product of conception (POC),GENETICS,,"₦ 77,600","₦ 77,600","₦77,600",genetics__cytogenetics_product_of_conception_poc
32,CYTOGENETICS: Tel/Aml,GENETICS,,"₦ 71,200","₦ 71,200","₦71,200",genetics__cytogenetics_tel_aml
33,CYTOGENETICS:Prenatal Chorionic Villus Biopsy Fish,GENETICS,,"₦ 120,800","₦ 120,800","₦120,800",genetics__cytogenetics_prenatal_chorionic_villus_biopsy_fish
34,PRODUCT OF CONCEPTION,GENETICS,,"₦ 120,000","₦ 120,000","₦25,000",genetics__product_of_conception
1,Extractable Nuclear Antigen(ENA) SCREEN,AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 225,000","₦ 225,000","₦40,000",auto_immune_serology__extractable_nuclear_antigen_ena_screen
2,ANTIMITOCHONDRIAL ANTIBODIES(AMA),AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 50,000","₦ 50,000","₦36,000",auto_immune_serology__antimitochondrial_antibodies_ama
3,ANTI RECTICULIN ANTIBODIES(ARA),AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,"₦9,200",auto_immune_serology__anti_recticulin_antibodies_ara
4,ANTI GLIADIN ANTIBODIES IgA,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,"₦44,000",auto_immune_serology__anti_gliadin_antibodies_iga
5,ANTI GLIADIN ANTIBODIES IgG,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,"₦44,000",auto_immune_serology__anti_gliadin_antibodies_igg
6,ANTI NUCLEAR ANTIBODY(ANA OR ANF)OR ANTI NUCLEAR FACTOR WITH TITRE,AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 25,000","₦ 25,000","₦20,000",auto_immune_serology__anti_nuclear_antibody_ana_or_anf_or_anti_nuclear_factor_with_titre
7,AUTO IMMUNE SCREEN,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,"₦23,500",auto_immune_serology__auto_immune_screen
8,SCLERODERMA ANTIBODIES,AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 17,000","₦ 17,000","₦10,500",auto_immune_serology__scleroderma_antibodies
9,ANTI - JO - 1 IgG,AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 15,000","₦ 15,000","₦15,000",auto_immune_serology__anti_jo_1_igg
10,ANTI PHOSPOLIPID PANEL,AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 177,500","₦ 177,500","₦82,500",auto_immune_serology__anti_phospolipid_panel
11,ANTI CARDIOLIPIN ANTIBODIES(IgG & IgM),AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 100,000","₦ 100,000","₦25,000",auto_immune_serology__anti_cardiolipin_antibodies_igg_igm
12,Rhematoid Arthritis Panel,AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 60,000","₦ 60,000","₦48,000",auto_immune_serology__rhematoid_arthritis_panel
13,LE CELLS(LUPUS ERYTHEMATOSUS),AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 45,000","₦ 45,000","₦18,800",auto_immune_serology__le_cells_lupus_erythematosus
14,Anti CCP(ANTI CYCLIC CITRULLINATED PEPTIDE),AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 30,000","₦ 30,000","₦20,000",auto_immune_serology__anti_ccp_anti_cyclic_citrullinated_peptide
15,Auto Immune Hepatitis Panel,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,"₦67,800",auto_immune_serology__auto_immune_hepatitis_panel
16,TG Ab (ANTI - Tg)THYROGLOBULIN ANTIBODIES,AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 60,000","₦ 60,000","₦22,000",auto_immune_serology__tg_ab_anti_tg_thyroglobulin_antibodies
17,ANTI - TPO(THYROID PEROXIDASE ANTIBODY),AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 32,000","₦ 32,000","₦25,000",auto_immune_serology__anti_tpo_thyroid_peroxidase_antibody
18,TRAb(Thyroid Stimulating Hormone Receptor Antibody),AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 30,000","₦ 30,000","₦30,000",auto_immune_serology__trab_thyroid_stimulating_hormone_receptor_antibody
19,ANTI ENDOMYSIUM Ab IgA,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,N/A,auto_immune_serology__anti_endomysium_ab_iga
20,ANTI -Sm IgG,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,N/A,auto_immune_serology__anti_sm_igg
21,ANTI - ds DNA IgG,AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 47,000","₦ 47,000","₦25,000",auto_immune_serology__anti_ds_dna_igg
22,ANTI - Scl - 70 IgG,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,N/A,auto_immune_serology__anti_scl_70_igg
23,ANTI - RNP,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,N/A,auto_immune_serology__anti_rnp
24,ANTI RO Ab/ANTI SS - A IgG(1204),AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,"₦42,000",auto_immune_serology__anti_ro_ab_anti_ss_a_igg_1204
25,ANTI - SSB - B IgG/ANTI - RA(1007),AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 64,000","₦ 64,000","₦64,000",auto_immune_serology__anti_ssb_b_igg_anti_ra_1007
26,LCA,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,N/A,auto_immune_serology__lca
27,ANTI INSULIN(IAA),AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 42,000","₦ 42,000","₦35,000",auto_immune_serology__anti_insulin_iaa
28,ANTI - lA2,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,N/A,auto_immune_serology__anti_la2
29,ANTI - Rib - p IgG,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,N/A,auto_immune_serology__anti_rib_p_igg
30,ANTI - CENTROMERES IgG,AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 40,000","₦ 40,000","₦40,000",auto_immune_serology__anti_centromeres_igg
31,ANTI - M2 - 3E IgG,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,N/A,auto_immune_serology__anti_m2_3e_igg
32,ANTI HISTONE IgG,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,N/A,auto_immune_serology__anti_histone_igg
33,ANTI - nRNP/Sm IgG,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,N/A,auto_immune_serology__anti_nrnp_sm_igg
34,H - FABP,AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 20,000","₦ 20,000","₦20,000",auto_immune_serology__h_fabp
35,FERRITIN,AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 12,000","₦ 12,000","₦10,000",auto_immune_serology__ferritin
36,C1 ESTERASE INHIBITOR FUNCTIONAL,AUTO IMMUNE (SEROLOGY),SEROLOGY,N/A,N/A,"₦50,000",auto_immune_serology__c1_esterase_inhibitor_functional
37,covid -19,AUTO IMMUNE (SEROLOGY),SEROLOGY,"₦ 45,000","₦ 45,000","₦45,000",auto_immune_serology__covid_19
1,ASOT ANTI-STREPTOLYSIN 0 (NEPH),INFECTIVE(SEROLOGY),SEROLOGY,"₦ 20,000","₦ 20,000","₦10,000",infective_serology__asot_anti_streptolysin_0_neph
2,ASOT ANTI-DNAse B,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 33,000","₦ 27,000","₦20,000",infective_serology__asot_anti_dnase_b
3,"BILHARZIA (Cercaria IgA/Bilhazia GA, Cercari IgM/Bilhazia IgM, Bilhazia IgG)",INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,"₦16,900",infective_serology__bilharzia_cercaria_iga_bilhazia_ga_cercari_igm_bilhazia_igm_bilhazia_igg
4,HPYLORI (Stool antigen),INFECTIVE(SEROLOGY),SEROLOGY,"₦ 20,000","₦ 20,000","₦10,000",infective_serology__hpylori_stool_antigen
5,"HPYLORI (IgA,IgG,IgM)",INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,"₦15,000",infective_serology__hpylori_iga_igg_igm
6,RUBELLA IgM,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 26,000","₦ 26,000","₦15,000",infective_serology__rubella_igm
7,RUBELLA IgG,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 26,000","₦ 25,000","₦15,000",infective_serology__rubella_igg
8,TOXOPLASMA IgM,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 26,000","₦ 26,000","₦7,000",infective_serology__toxoplasma_igm
9,RPR / VDRL,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 5,000","₦ 5,000","₦2,000",infective_serology__rpr_vdrl
10,WIDAL,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 4,000","₦ 4,000","₦2,000",infective_serology__widal
11,YERSINA,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 20,000","₦ 20,000","₦5,100",infective_serology__yersina
12,Syphilis(Treponema pallidium) AntibodiesTest(IgG),INFECTIVE(SEROLOGY),SEROLOGY,"₦ 33,000","₦ 33,000","₦10,000",infective_serology__syphilis_treponema_pallidium_antibodiestest_igg
13,"TORCH SCREEN (CMV, Rubell, Toxo, Herpes types I & II)",INFECTIVE(SEROLOGY),SEROLOGY,"₦ 137,000","₦ 137,000","₦50,000",infective_serology__torch_screen_cmv_rubell_toxo_herpes_types_i_ii
14,"FEBRILE / PUO SCREEN(TM, CRP, Blood COUNT, Platelet, Malaria, QBC, Widal Test)",INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,"₦11,300",infective_serology__febrile_puo_screen_tm_crp_blood_count_platelet_malaria_qbc_widal_test
15,Epstein Bar,INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,"₦32,400",infective_serology__epstein_bar
16,TOXOPLASMA IgG,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 26,000","₦ 26,000","₦7,000",infective_serology__toxoplasma_igg
17,TB Culture,INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,"₦40,000",infective_serology__tb_culture
18,HPYLORI STRIP TEST,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 7,000","₦ 7,000",N/A,infective_serology__hpylori_strip_test
19,Chlamydia trachomatis(ANTIBODIES),INFECTIVE(SEROLOGY),SEROLOGY,"₦ 18,000","₦ 18,000","₦12,000",infective_serology__chlamydia_trachomatis_antibodies
20,CMV IgG,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 26,000","₦ 25,000","₦12,000",infective_serology__cmv_igg
21,CMV IgM,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 29,700","₦ 29,700","₦12,000",infective_serology__cmv_igm
22,HERPES SIMPLEX VIRUS (HSV - 1/2(IgM),INFECTIVE(SEROLOGY),SEROLOGY,"₦ 15,000","₦ 15,000","₦8,000",infective_serology__herpes_simplex_virus_hsv_1_2_igm
23,"HERPES SIMPLEX VIRUS (HSV - 1/2,IgG)",INFECTIVE(SEROLOGY),SEROLOGY,"₦ 15,000","₦ 15,000","₦8,000",infective_serology__herpes_simplex_virus_hsv_1_2_igg
24,HERPES SIMPLEX VIRUS - 2 IgG,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 15,000","₦ 15,000","₦8,000",infective_serology__herpes_simplex_virus_2_igg
25,HERPES SIMPLEX 2 IgM,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 15,000","₦ 15,000","₦8,000",infective_serology__herpes_simplex_2_igm
26,UREAPLASMA UREALYTICUM,INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,N/A,infective_serology__ureaplasma_urealyticum
27,GENITAL HERPES,INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,N/A,infective_serology__genital_herpes
28,HUMAN PAPILOMA VIRUS(HPV DNA DETECTOR AND PAP SMEAR),INFECTIVE(SEROLOGY),SEROLOGY,"₦ 50,000","₦ 50,000","₦30,000",infective_serology__human_papiloma_virus_hpv_dna_detector_and_pap_smear
29,GONORHEA,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 150,000","₦ 150,000","₦30,000",infective_serology__gonorhea
30,DOMESTIC HELP PACKAGE,INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,"₦11,000",infective_serology__domestic_help_package
31,NEW STUDENTS PACKAGE,INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,N/A,infective_serology__new_students_package
32,MARRIAGE PACKAGE(MALE),INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,"₦11,500",infective_serology__marriage_package_male
33,MARRIAGE PACKAGE FEMALE,INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,"₦14,500",infective_serology__marriage_package_female
34,PREGNANCY TEST,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 3,500","₦ 3,500","₦2,000",infective_serology__pregnancy_test
35,HCV VIRAL LOAD,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 30,000","₦ 30,000","₦22,000",infective_serology__hcv_viral_load
36,FREE HEPATITIS B SCREENING,INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,N/A,infective_serology__free_hepatitis_b_screening
37,FREE HEPATITIS C SCREENING,INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,N/A,infective_serology__free_hepatitis_c_screening
38,FREE HIV 1 & 11 Screening,INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,N/A,infective_serology__free_hiv_1_11_screening
39,FREE VDRL SCREENING,INFECTIVE(SEROLOGY),SEROLOGY,N/A,N/A,N/A,infective_serology__free_vdrl_screening
40,CD4 COUNT,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 30,000","₦ 30,000","₦12,000",infective_serology__cd4_count
41,HERPES SIMPLEX VIRUS (HSV -2 IgG),INFECTIVE(SEROLOGY),SEROLOGY,"₦ 15,000","₦ 15,000","₦8,000",infective_serology__herpes_simplex_virus_hsv_2_igg
42,COVID - 19 ANTIGEN(RAPID SCREENING),INFECTIVE(SEROLOGY),SEROLOGY,"₦ 30,000","₦ 30,000","₦25,000",infective_serology__covid_19_antigen_rapid_screening
43,ECHINOCOCCUS (Hydatid Serology) IgG,INFECTIVE(SEROLOGY),SEROLOGY,"₦ 55,000","₦ 55,000","₦55,000",infective_serology__echinococcus_hydatid_serology_igg
1,HEP A(screening Test),HEPATITIS TEST (SEROLOGY),SEROLOGY,"₦ 7,000","₦ 7,000","₦3,000",hepatitis_test_serology__hep_a_screening_test
2,HEPATITISBSAG(screening),HEPATITIS TEST (SEROLOGY),SEROLOGY,"₦ 3,000","₦ 3,000","₦2,000",hepatitis_test_serology__hepatitisbsag_screening
